B (G),EPR intensity (au),Sim Sum,Sim A,Sim B
3341.3972,0.32398859,0.53687714,0.25192862,0.28494852
3341.4824,0.39445762,0.54346358,0.25558371,0.28787987
3341.5675,0.56500434,0.5501158,0.25929608,0.29081972
3341.6526,0.50038235,0.55683325,0.26306641,0.29376684
3341.7377,-0.025762922,0.56361527,0.26689534,0.29671992
3341.8229,0.77423294,0.57046112,0.27078351,0.29967761
3341.908,0.53637139,0.57736999,0.27473153,0.30263846
3341.9931,0.69367203,0.58434097,0.27873999,0.30560098
3342.0782,0.95056118,0.59137307,0.28280948,0.30856359
3342.1634,0.65890883,0.59846519,0.28694054,0.31152465
3342.2485,0.28781493,0.60561613,0.2911337,0.31448242
3342.3336,0.61511538,0.61282459,0.29538947,0.31743512
3342.4188,0.31932283,0.62008916,0.29970831,0.32038086
3342.5039,0.54602331,0.62740833,0.30409065,0.32331768
3342.589,0.44428582,0.63478044,0.30853689,0.32624355
3342.6741,0.61620816,0.64220373,0.3130474,0.32915633
3342.7593,0.60997253,0.64967631,0.31762248,0.33205383
3342.8444,0.52555366,0.65719615,0.3222624,0.33493375
3342.9295,0.66806819,0.66476109,0.32696738,0.33779371
3343.0146,0.36393434,0.67236882,0.33173759,0.34063123
3343.0998,0.08538883,0.68001689,0.33657312,0.34344377
3343.1849,1.0723277,0.68770269,0.34147403,0.34622866
3343.27,0.043282939,0.69542345,0.34644027,0.34898318
3343.3551,0.45259717,0.70317624,0.35147176,0.35170448
3343.4403,0.63400024,0.71095796,0.35656831,0.35438965
3343.5254,0.52524398,0.71876533,0.36172967,0.35703567
3343.6105,0.81020118,0.7265949,0.36695548,0.35963942
3343.6957,0.52303587,0.73444301,0.3722453,0.36219772
3343.7808,1.2578741,0.74230583,0.37759858,0.36470725
3343.8659,0.3900232,0.75017932,0.38301467,0.36716465
3343.951,0.71522082,0.75805924,0.38849281,0.36956643
3344.0362,0.44321867,0.76594113,0.39403209,0.37190903
3344.1213,0.51766594,0.77382031,0.39963151,0.37418879
3344.2064,0.54915546,0.78169189,0.40528991,0.37640198
3344.2915,0.7809708,0.78955075,0.41100599,0.37854475
3344.3767,0.6675827,0.79739151,0.4167783,0.38061322
3344.4618,0.7197508,0.80520858,0.42260521,0.38260337
3344.5469,1.1425888,0.81299609,0.42848495,0.38451115
3344.632,0.37563074,0.82074794,0.43441554,0.3863324
3344.7172,0.52548446,0.82845775,0.44039482,0.38806293
3344.8023,0.9052912,0.83611888,0.44642045,0.38969843
3344.8874,0.47583333,0.84372441,0.45248985,0.39123456
3344.9725,0.94629205,0.85126714,0.45860022,0.39266692
3345.0577,0.69451859,0.8587396,0.46474856,0.39399104
3345.1428,0.74010805,0.866134,0.47093158,0.39520242
3345.2279,0.58414872,0.87344227,0.47714576,0.3962965
3345.3131,0.4612184,0.88065603,0.48338733,0.3972687
3345.3982,0.19496691,0.88776658,0.4896522,0.39811438
3345.4833,0.66758565,0.89476492,0.49593601,0.39882891
3345.5684,1.0704962,0.90164173,0.5022341,0.39940763
3345.6536,0.78882782,0.90838734,0.50854148,0.39984586
3345.7387,0.82530102,0.91499177,0.51485284,0.40013894
3345.8238,1.0609506,0.92144471,0.52116252,0.40028219
3345.9089,1.133752,0.92773548,0.5274645,0.40027098
3345.9941,0.76561848,0.93385309,0.53375241,0.40010068
3346.0792,0.57676674,0.93978618,0.54001947,0.39976671
3346.1643,0.83866598,0.94552306,0.54625854,0.39926453
3346.2494,0.50350805,0.95105168,0.55246203,0.39858965
3346.3346,0.66711994,0.95635963,0.55862196,0.39773767
3346.4197,0.71480048,0.96143415,0.56472991,0.39670424
3346.5048,0.74192747,0.96626213,0.57077702,0.39548511
3346.59,0.72994645,0.97083011,0.57675398,0.39407613
3346.6751,0.82770173,0.97512427,0.582651,0.39247328
3346.7602,0.70503402,0.97913045,0.58845783,0.39067262
3346.8453,1.1172725,0.98283415,0.59416374,0.38867041
3346.9305,0.70085526,0.9862205,0.59975751,0.38646299
3347.0156,0.67453986,0.98927433,0.60522741,0.38404692
3347.1007,0.8004703,0.99198014,0.61056124,0.38141891
3347.1858,0.92557162,0.99432211,0.61574627,0.37857584
3347.271,0.57956632,0.9962841,0.62076928,0.37551482
3347.3561,0.79085782,0.9978497,0.62561656,0.37223315
3347.4412,0.61595285,0.99900223,0.63027387,0.36872836
3347.5263,0.93538984,0.99972472,0.63472649,0.36499823
3347.6115,1.1674687,1,0.63895923,0.36104077
3347.6966,0.35154283,0.99981065,0.64295639,0.35685426
3347.7817,0.84783491,0.99913908,0.64670184,0.35243724
3347.8668,0.84594347,0.99796753,0.65017899,0.34778854
3347.952,0.7877973,0.9962781,0.6533708,0.3429073
3348.0371,0.47665565,0.9940528,0.65625986,0.33779294
3348.1222,0.61023206,0.99127356,0.65882836,0.3324452
3348.2074,0.72907698,0.98792231,0.66105816,0.32686414
3348.2925,1.0491932,0.98398098,0.66293081,0.32105017
3348.3776,0.5834828,0.97943159,0.66442757,0.31500402
3348.4627,1.3157996,0.97425625,0.66552949,0.30872676
3348.5479,0.93961891,0.96843728,0.66621743,0.30221984
3348.633,0.59640587,0.96195719,0.66647214,0.29548505
3348.7181,0.33430162,0.95479884,0.66627429,0.28852455
3348.8032,0.90598278,0.9469454,0.66560455,0.28134085
3348.8884,0.9175525,0.93838051,0.66444366,0.27393685
3348.9735,0.58229986,0.9290883,0.66277249,0.26631582
3349.0586,1.197125,0.91905351,0.66057211,0.25848139
3349.1437,1.0613827,0.90826152,0.65782393,0.25043758
3349.2289,0.78165947,0.89669848,0.65450971,0.24218877
3349.314,0.90601538,0.88435139,0.65061168,0.23373971
3349.3991,0.89300843,0.87120819,0.64611266,0.22509553
3349.4843,1.3476813,0.85725783,0.64099615,0.21626169
3349.5694,0.64109744,0.84249041,0.63524638,0.20724403
3349.6545,0.36766226,0.82689725,0.6288485,0.19804874
3349.7396,1.0056926,0.81047098,0.62178863,0.18868235
3349.8248,1.4013581,0.79320568,0.61405396,0.17915172
3349.9099,0.91230309,0.77509694,0.60563293,0.16946401
3349.995,1.249817,0.756142,0.59651525,0.15962674
3350.0801,0.98104418,0.73633978,0.58669209,0.14964769
3350.1653,1.2108776,0.71569105,0.57615612,0.13953494
3350.2504,0.92140898,0.69419849,0.56490166,0.12929683
3350.3355,0.85491526,0.67186677,0.55292479,0.11894198
3350.4206,1.6,0.64870264,0.54022341,0.10847923
3350.5058,0.99390195,0.62471499,0.52679734,0.097917654
3350.5909,0.59591091,0.59991498,0.51264845,0.08726653
3350.676,0.41175352,0.574316,0.49778068,0.076535322
3350.7611,0.79411581,0.54793382,0.48220015,0.065733666
3350.8463,0.76487766,0.52078657,0.46591522,0.054871344
3350.9314,1.0058308,0.49289478,0.44893651,0.043958267
3351.0165,0.4902788,0.46428142,0.43127696,0.033004457
3351.1017,0.28274755,0.43497189,0.41295187,0.022020021
3351.1868,0.19471997,0.40499401,0.39397888,0.011015129
3351.2719,0.49641336,0.374378,0.374378,6.41E-17
3351.357,0.52459786,0.34315644,0.35417157,-0.011015129
3351.4422,0.64562342,0.31136422,0.33338424,-0.022020021
3351.5273,0.45996944,0.27903849,0.31204295,-0.033004457
3351.6124,-0.094292285,0.24621854,0.2901768,-0.043958267
3351.6975,0.79263438,0.21294572,0.26781706,-0.054871344
3351.7827,0.36676589,0.17926334,0.24499701,-0.065733666
3351.8678,0.63922411,0.14521653,0.22175185,-0.076535322
3351.9529,0.8624604,0.11085208,0.19811861,-0.08726653
3352.038,0.045227966,0.076218315,0.17413597,-0.097917654
3352.1232,-0.32192722,0.041364902,0.14984413,-0.10847923
3352.2083,0.15051192,0.00634268,0.12528466,-0.11894198
3352.2934,-0.20105245,-0.028796532,0.1005003,-0.12929683
3352.3786,-0.004917391,-0.064000136,0.0755348,-0.13953494
3352.4637,0.1220745,-0.099214961,0.050432729,-0.14964769
3352.5488,-0.47205734,-0.13438748,0.025239265,-0.15962674
3352.6339,-0.59461192,-0.16946401,-7.47E-17,-0.16946401
3352.7191,-0.27567282,-0.20439098,-0.025239265,-0.17915172
3352.8042,-0.57082147,-0.23911508,-0.050432729,-0.18868235
3352.8893,-0.52914459,-0.27358354,-0.0755348,-0.19804874
3352.9744,-0.52296418,-0.30774433,-0.1005003,-0.20724403
3353.0596,-0.75333368,-0.34154634,-0.12528466,-0.21626169
3353.1447,-0.68536014,-0.37493966,-0.14984413,-0.22509553
3353.2298,-1.0945602,-0.40787568,-0.17413597,-0.23373971
